BLK,PLOT,Na,POSITION,SPECIES,Tillers_1,Tillers_2,Tillers_3,Tillers_4,Tillers_5,Stolons_1,Stolons_2,Stolons_3,Stolons_4,Stolons_5,Ht_1,Ht_2,Ht_3,Ht_4,Ht_5,FlrHt_2,FlrHt_3,FlrHt_4,FlrHt_5,Dead_1,Dead_2,Dead_3,Dead_4,Dead_5
2,7,y,5,spocon,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
2,7,y,6,spopyr,1,3,2,4,3,,,,,,5,7.4,13,13.5,14,,,,,,,,,
2,7,y,7,sposta,5,8,7,6,9,,,,,,1.1,3.8,6,8.2,8,,,,,,,,,
2,7,y,8,spoioc,6,9,7,12,19,,,,,3,2.9,4.1,8.1,8.5,13,,,18.3,22,,,,,
2,8,n,1,sposta,1,2,,,,,,,,,1,1.1,,,,,,,,,,,,
2,8,n,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
2,8,n,3,spopyr,1,8,6,5,4,,,,,,4.3,7.3,12,17.1,22,,,,,,,,,
2,8,n,4,spocon,4,4,5,8,7,,,,,,3,10.3,22.3,17.6,32,,,,,,,,,
2,8,n,5,spofim,2,4,3,3,2,,,,,,3.8,6.2,8.8,9.7,10.5,,,,,,,,,
2,8,n,6,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
2,8,n,7,spoioc,5,5,5,5,5,,,,,,3,9.2,10.5,12,14,,,,,,,,,
2,8,n,8,spospi,8,6,11,14,21,1,1,3,3,5,8.1,5.3,7,6,8,,,,,,,,,
2,8,y,1,spopyr,4,6,3,4,4,,,,,,8.7,9.3,8.3,7.5,15,,,,,,,,,
2,8,y,2,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
2,8,y,3,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
2,8,y,4,spospi,5,17,10,33,34,1,2,4,4,9,4.7,8,8.4,6,5,,,,,,,,,
2,8,y,5,spocon,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
2,8,y,6,spofim,5,7,7,6,4,,,,,,5.2,5.2,8.2,8.2,8,,,,,,,,,
2,8,y,7,sposta,,,,,,,,,,,,,,,,,,,,1,1,1,,
2,8,y,8,spoioc,3,4,5,4,5,,,,,,7.8,7.5,8,8,10,,,,,,,,,
2,9,n,1,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
2,9,n,2,spofim,13,13,11,11,11,,,,,,8.1,7.1,7.8,9.8,11,,,,,,,,,
2,9,n,3,sposta,4,6,6,5,6,,,,,9,1.7,1.7,4.2,3.5,2,,,,,,,,,
2,9,n,4,spospi,6,12,12,21,32,,,3,3,9,3.6,5.3,4.9,5.8,8,,,,,,,,,
2,9,n,5,spoioc,5,5,5,12,20,,,2,,1,8.3,14,18,34.5,18,,15,23.1,23,,,,,
2,9,n,6,spopyr,1,2,2,3,2,,,,,,5.1,8.7,15.1,20.3,24,,,,,,,,,
2,9,n,7,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
2,9,n,8,spocon,2,2,2,3,3,,,,,,3.4,3.4,3.4,10.2,6,,,,,,,,,
2,9,y,1,sposta,7,5,4,5,5,,,,,,2,2.2,6,7.5,9,,,,,,,,,
2,9,y,2,spoioc,1,6,5,3,3,,,,,,2,3.5,5.7,10.2,26,,,,,,,,,
2,9,y,3,spofim,3,8,9,9,11,,,,,,4.2,8.5,11,11.5,21,,,,,,,,,
2,9,y,4,spocon,5,5,13,11,12,,,,,,8.3,8.3,10.9,17.8,22,,,,,,,,,
2,9,y,5,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
2,9,y,6,spopyr,2,2,2,4,2,,,,,,9.3,8.3,8.4,8.3,8,,,,,,,,,
2,9,y,7,spospi,4,5,5,9,18,,,,,3,2.8,5.6,7.5,8.1,12,,,,,,,,,
2,9,y,8,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
2,10,n,1,sposta,3,4,2,4,4,,,,,,1.2,2.3,3,4.3,4,,,,,,,,,
2,10,n,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
2,10,n,3,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
2,10,n,4,spopyr,17,17,15,15,14,,,,,,16,20.8,27.1,28.4,35,,,,,,,,,
2,10,n,5,spoioc,3,8,5,6,12,,,,,,16,16.4,21.1,24,32,,,,,,,,,
2,10,n,6,spocon,1,5,7,6,4,,,1,1,,11.1,16.9,17.9,18.8,20,,,,,,,,,
2,10,n,7,spofim,3,7,8,7,9,,,,,1,17.9,27.2,43,41,55,,,50.3,69,,,,,
2,10,n,8,spospi,3,6,8,11,14,,,2,2,5,4.1,6.1,14.2,16.8,13,,,20.5,31,,,,,
2,10,y,1,spofim,2,4,2,2,2,,,,,,9,13.2,11.5,10.4,10,,,,,,,,,
2,10,y,2,spoioc,8,8,11,6,6,,,,,,5.1,7.8,8.6,13.2,20,,,,,,,,,
2,10,y,3,spocon,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
2,10,y,4,sposta,2,2,2,2,3,,,,,1,5,5.8,7,7.1,6.5,8.5,13.5,16.5,16,,,,,
2,10,y,5,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
2,10,y,6,spospi,9,13,13,15,24,,,2,1,9,2,3.8,7.8,12,13,,,,23,,,,,
2,10,y,7,spopyr,1,2,2,5,3,,,,,1,32,27.6,30.8,32.3,31,,44.6,64.8,84,,,,,
2,10,y,8,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,1,n,1,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,1,n,2,spopyr,2,2,3,3,2,,,,3,,5.3,6.1,7,8.5,14,,,,,,,,,
3,1,n,3,spoioc,23,23,22,26,41,,,,26,1,2.9,4.9,7.8,9,13,,,3.9,17,,,,,
3,1,n,4,spospi,3,6,6,8,11,1,1,3,2,3,5.1,5.4,8,8,8,,,,,,,,,
3,1,n,5,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,1,n,6,sposta,8,11,10,11,9,,,,,,3.2,3.6,5.8,6.5,10,,,,,,,,,
3,1,n,7,spocon,4,4,4,7,8,,,,,,6.9,6.9,6.9,11.3,25,,,,,,,,,
3,1,n,8,spofim,13,13,12,13,11,,,,,,10.1,13.9,9.5,10.4,10,,,,,,,,,
3,1,y,1,spocon,9,12,12,11,9,,,,,,22.3,28.8,37.1,40.5,41,,,,,,,,,
3,1,y,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,1,y,3,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,1,y,4,spoioc,5,10,6,5,6,,,,,,3.2,6.8,10.1,9.3,11,,,,,,,,,
3,1,y,5,spopyr,2,2,2,2,2,,,,,,6.4,10.1,13,11.8,11,,,,,,,,,
3,1,y,6,spofim,1,4,4,4,4,,,,,,4.4,7.6,8.8,10.2,14,,,,,,,,,
3,1,y,7,sposta,13,18,14,15,16,,,,,,2.5,3.5,5,6.8,7,,,,,,,,,
3,1,y,8,spospi,4,6,6,7,9,,,,,1,5.9,11.2,14,13.5,13,,,,,,,,,
3,2,n,1,spopyr,9,16,12,12,15,,,,,1,16.5,14.6,15.1,21.2,40,,,,32,,,,,
3,2,n,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,2,n,3,sposta,5,7,5,5,6,,,,,,2.5,3.4,5,4.6,5,,,,,,,,,
3,2,n,4,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,2,n,5,spocon,1,1,3,4,7,,,,,,7.8,7.8,12.1,18.3,18,,,,,,,,,
3,2,n,6,spofim,4,5,5,5,5,,,,,,4.4,7.3,10.6,8.1,9,,,,,,,,,
3,2,n,7,spospi,2,1,1,1,1,,,,,,3.5,3.8,4.1,5.5,5,,,,,,,,,
3,2,n,8,spoioc,5,10,9,7,8,,,,,,6.9,11,13.2,16.1,17,,,,,,,,,
3,2,y,1,spofim,6,7,8,7,7,,,,,,5.6,7.8,9.8,8.8,8,,,,,,,,,
3,2,y,2,spospi,7,7,5,6,12,1,1,1,1,5,4.4,7.2,8.5,8.5,10,,11.4,17.6,18,,,,,
3,2,y,3,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,2,y,4,spopyr,3,5,5,6,6,,,,,,6.7,9.7,3.5,14,18,,,,,,,,,
3,2,y,5,sposta,10,10,9,8,7,,,,,,2.4,3,5,7.3,9,,,,,,,,,
3,2,y,6,spocon,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
3,2,y,7,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,2,y,8,spoioc,2,1,1,1,1,,,,,,5.4,6.6,8.2,9,5,,,,,,,,,
3,3,n,1,spocon,4,4,8,11,9,,,1,,,9.5,9.5,15.9,19,20,,,,,,,,,
3,3,n,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,3,n,3,spospi,8,10,11,18,52,,,2,3,8,2.5,6.3,7.1,9.2,10,,,,,,,,,
3,3,n,4,spofim,3,5,2,2,5,,,,,,8.8,9.5,13,19.1,18,,,,,,,,,
3,3,n,5,spopyr,17,17,19,15,21,,,,,,11.1,17.8,21.3,25.3,33,,,,,,,,,
3,3,n,6,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,3,n,7,spoioc,6,6,7,6,5,,,,,,2.9,4.3,5.2,5.5,4,,,,,,,,,
3,3,n,8,sposta,5,4,5,4,5,,,,,,3,2.4,2.5,4.2,5,,,,,,,,,
3,3,y,1,spopyr,3,3,3,4,3,,,,,,4.1,8.2,12.5,14.5,18,,,,,,,,,
3,3,y,2,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,3,y,3,spofim,7,8,9,9,6,,,,,,15,15.6,17.5,23.5,34.5,,,,,,,,,
3,3,y,4,sposta,3,2,2,3,3,,,,,,3,3.5,5.8,9,10,,,,,,,,,
3,3,y,5,spospi,6,6,8,8,16,,,,,6,2.6,5.8,9.5,10.2,12,,,11.8,23,,,,,
3,3,y,6,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,3,y,7,spocon,1,1,4,5,6,,,,,,7.3,7.3,13.3,15,21,,,,,,,,,
3,3,y,8,spoioc,1,1,1,1,,,,,,,4.5,2.5,3.4,1.6,,,,,,,,,,1
3,4,n,1,spofim,10,10,11,9,13,,,,,,7,8.4,11.5,12.9,13,,,,,,,,,
3,4,n,2,sposta,6,9,11,8,11,,,,,,2.2,3.3,4.3,7,8,,,,,,,,,
3,4,n,3,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,4,n,4,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,4,n,5,spocon,1,2,2,4,5,,,,,,3.7,6.7,9.8,8,13,,,,,,,,,
3,4,n,6,spopyr,2,2,2,2,3,,,,,1,14.1,19.2,26.3,35.5,50,,,32.4,65,,,,,
3,4,n,7,spospi,10,10,12,11,12,,,,,,3.4,4.8,10.4,13,24,,,,,,,,,
3,4,n,8,spoioc,19,19,11,15,16,,,,,,8.2,9.7,17,19.2,23,,,,,,,,,
3,4,y,1,spofim,3,4,3,2,6,,,,,,8.9,15.2,22.6,25,18,,,,,,,,,
3,4,y,2,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,4,y,3,spoioc,15,15,2,17,19,,,,,,5.6,7.1,10.6,13.6,20,,,,,,,,,
3,4,y,4,spocon,2,2,2,2,2,,,,,,6.8,6.8,6.8,15,26,,,,,,,,,
3,4,y,5,spopyr,3,4,4,4,8,,,,,1,7.3,16.4,25.1,41.4,48,,,28.5,59,,,,,
3,4,y,6,spospi,4,15,15,16,37,,2,2,,7,2.3,4.3,6.7,8,12,,,,,,,,,
3,4,y,7,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,4,y,8,sposta,10,12,9,9,13,,,,,1,2.7,6.3,8.2,6,9,,,,8.2,,,,,
3,5,n,1,spoioc,15,15,12,15,15,,,,,,17.4,11.6,11.5,13.5,18,,,,,,,,,
3,5,n,2,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,5,n,3,spofim,13,13,12,18,21,,1,1,,,8.5,11.9,13,10.8,17,,,,,,,,,
3,5,n,4,sposta,4,8,5,6,7,,,,,,4.6,3.5,5.5,7.4,8,,,,,,,,,
3,5,n,5,spocon,1,1,1,1,2,,,,,,8,8,12.5,16,21,,,,,,,,,
3,5,n,6,spospi,12,12,15,19,47,,1,1,2,8,7.1,10.9,9,14.1,13,15.3,26.2,27.8,30,,,,,
3,5,n,7,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,5,n,8,spopyr,3,2,2,2,1,,,,,,15.9,2.5,2,3.6,5,,,,,,,,,
3,5,y,1,spospi,13,11,15,17,23,,,1,1,5,10.4,12.8,6.8,13.8,18,23.1,29.5,30,29,,,,,
3,5,y,2,spofim,8,9,11,11,12,,,,,1,10.9,12.8,15.9,18.7,23,,,24.3,35,,,,,
3,5,y,3,spoioc,3,4,4,4,7,,,,,,15.9,9.5,13.8,14.6,12,,,,,,,,,
3,5,y,4,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,5,y,5,spocon,2,3,3,4,4,,,,,,12.1,14.2,16.5,18.5,40,,,,,,,,,
3,5,y,6,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,5,y,7,sposta,1,2,3,4,4,,,,,,10.4,2.3,3,5.1,4,,,,,,,,,
3,5,y,8,spopyr,2,2,3,2,2,,,,,1,9.6,11,14.2,20.5,32,,,,29,,,,,
3,6,n,1,spocon,2,2,2,2,3,,,,,,8.3,8.3,13.5,18.2,17,,,,,,,,,
3,6,n,2,spofim,1,1,1,3,4,,,,,,3.1,5.1,6,9,7,,,,,,,,,
3,6,n,3,spopyr,3,6,8,9,14,,,,,,4.9,7.1,5.6,6.4,5,,,,,,,,,
3,6,n,4,sposta,10,10,13,16,21,,,,,,2.3,2.4,3,4.1,5,,,,,,,,,
3,6,n,5,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,6,n,6,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,6,n,7,spoioc,14,14,13,12,20,,,,,,5.4,5.9,12.5,14,13,,,,,,,,,
3,6,n,8,spospi,8,10,11,11,12,,,,,,2.2,4.1,4,7.4,11,,,,,,,,,
3,6,y,1,spopyr,5,7,5,7,10,,,,,,5.7,11.5,13,11,15,,,,,,,,,
3,6,y,2,sposta,12,12,18,16,16,,,,,,1.9,4,5.5,6.5,9,,,,,,,,,
3,6,y,3,spofim,5,4,4,6,7,,,,,,4.3,10.9,15.9,17.6,21,,,,,,,,,
3,6,y,4,spoioc,17,17,11,13,11,,,,,,4.4,8.5,11.2,15,16,,,,,,,,,
3,6,y,5,spocon,1,1,7,8,9,,,,,,7.8,7.8,10.5,12,12,,,,,,,,,
3,6,y,6,spospi,6,16,14,15,23,1,1,1,1,1,3.6,5.3,9.9,8.6,9,,,,,,,,,
3,6,y,7,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,6,y,8,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,7,n,1,spoioc,2,2,3,6,11,,,,,,7,8.6,11,13,10,,,,,,,,,
3,7,n,2,spofim,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
3,7,n,3,spocon,3,3,3,4,4,,,,,,16.3,16.3,16.3,27.4,39,,,,,,,,,
3,7,n,4,sposta,6,4,5,5,4,,,,,3,4.9,9.8,10.1,19.2,14,13.1,26.5,30.8,30,,,,,
3,7,n,5,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,7,n,6,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,7,n,7,spospi,4,5,5,8,10,,,,,,9.5,12.5,12,13.6,20,,,,,,,,,
3,7,n,8,spopyr,5,14,10,17,26,,,,,1,15,15.5,18.5,17.9,20,,,,24,,,,,
3,7,y,1,spofim,3,3,4,6,7,,,,,,11.1,13.9,12.5,10.8,14,,,,,,,,,
3,7,y,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,7,y,3,sposta,5,7,7,6,4,,,,,2,4.3,9.7,10.9,8.6,10,11.9,26.5,30.4,31,,,,,
3,7,y,4,spoioc,15,15,12,13,13,,,,,,16,12.8,20.2,17.2,21,,,,,,,,,
3,7,y,5,spocon,1,1,7,8,10,,,,,,7.6,7.6,13,16.5,30,,,,,,,,,
3,7,y,6,spospi,23,23,11,13,19,,,,,,8,7.5,11.5,13.7,16,,,,,,,,,
3,7,y,7,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,7,y,8,spopyr,6,9,7,8,8,,,,,,7.2,8.2,12,12.8,13,,,,,,,,,
3,8,n,1,spopyr,2,3,3,4,4,,,,,1,15.3,20.6,16,16.2,18,23.9,35,48.3,52,,,,,
3,8,n,2,spofim,7,12,12,11,12,,,,,,11.9,15.2,24.2,21.5,32,,,,,,,,,
3,8,n,3,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,8,n,4,sposta,4,5,7,7,10,,,,,,2,4.3,7,8.9,10,,,,,,,,,
3,8,n,5,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,8,n,6,spocon,2,5,5,5,5,,,,,,16.2,17.1,18.8,18.7,20,,,,,,,,,
3,8,n,7,spospi,8,8,8,10,7,,,,,,7.9,6.4,10.5,12.4,10,,,,,,,,,
3,8,n,8,spoioc,4,6,7,6,5,,,,,1,6.2,7.9,19,27.8,19,,,,33,,,,,
3,8,y,1,sposta,4,5,7,8,7,,,,,,1.4,3.5,4.5,5,4,,,,,,,,,
3,8,y,2,spofim,4,5,5,9,5,,,,,,8.4,13.7,18,20.6,20,,,,,,,,,
3,8,y,3,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,8,y,4,spocon,4,4,5,5,5,,,,,,8.1,8.1,14.2,16,20,,,,,,,,,
3,8,y,5,spospi,3,7,6,5,6,,1,1,,,4.6,6.2,9.8,10,10,,,,,,,,,
3,8,y,6,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,8,y,7,spoioc,5,4,6,10,18,,,1,,3,5.4,10.4,15.8,20.3,36,,,,39,,,,,
3,8,y,8,spopyr,2,4,3,2,5,,,,,1,24.2,25.9,23,23,23,28.4,35.2,60.1,81,,,,,
3,9,n,1,spofim,3,6,8,6,7,,,,,,3.4,3.5,5.6,8.6,8,,,,,,,,,
3,9,n,2,spoioc,3,10,8,9,12,,,,,,2,4,5.5,5.9,5,,,,,,,,,
3,9,n,3,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,9,n,4,spopyr,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
3,9,n,5,sposta,6,3,4,7,5,,,,,,1,2.1,4,8.6,14,,,,,,,,,
3,9,n,6,spocon,2,2,6,6,13,,,,,,2.1,2.1,5.5,10.4,17,,,,,,,,,
3,9,n,7,spospi,4,5,6,2,3,,,,,,4.1,6.3,9.8,10,13,,,,,,,,,
3,9,n,8,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,9,y,1,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,9,y,2,sposta,4,5,7,6,5,,,,,2,2.6,3.5,6.5,10.1,12,,,,18,,,,,
3,9,y,3,spospi,5,4,3,3,3,,,,,,3.4,7.8,11.2,14.8,17,,,,,,,,,
3,9,y,4,spocon,3,3,3,6,7,,,,,,3.9,3.9,3.9,6.8,10,,,,,,,,,
3,9,y,5,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,9,y,6,spoioc,7,8,9,8,7,,,,,,4.1,6,6.8,7.4,9,,,,,,,,,
3,9,y,7,spofim,4,6,6,7,6,,,,,,2.6,6.5,6.5,6,10.2,,,,,,,,,
3,9,y,8,spopyr,9,9,8,9,8,,,,,,13,17.5,24,30.8,36,,,,,,,,,
3,10,n,1,sposta,8,10,10,15,16,,,,,3,2.1,4.9,6.3,10.9,19,,,,17,,,,,
3,10,n,2,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,10,n,3,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,10,n,4,spofim,5,10,9,9,10,,,,,,4.6,6.4,9,11.9,15,,,,,,,,,
3,10,n,5,spopyr,1,3,3,3,2,,,,,,5,4.3,5.5,10.5,9,,,,,,,,,
3,10,n,6,spocon,6,6,3,3,3,,,,,,7.2,7.2,12,17.2,20,,,,,,,,,
3,10,n,7,spospi,1,,,,,,,,,,3.3,,,,,,,,,,1,1,1,1
3,10,n,8,spoioc,4,5,4,5,5,,,,,,9.1,10.9,11.8,13.5,18,,,,,,,,,
3,10,y,1,sposta,9,9,14,12,13,,,,,5,2,5.4,11.7,15.5,19,,,,23,,,,,
3,10,y,2,spofim,6,8,7,8,7,,,,,,5.5,9.3,12,16.9,20,,,,,,,,,
3,10,y,3,soil_2,,,,,,,,,,,,,,,,,,,,,,,,
3,10,y,4,spocon,1,1,1,1,1,,,,,,12.6,12.6,21.2,21.1,31,,,,,,,,,
3,10,y,5,spospi,6,5,3,6,9,,,2,1,2,2,4.3,5.2,6,10,,,,13,,,,,
3,10,y,6,spoioc,1,2,2,2,1,,,,,,11,10.5,7.8,6.8,10,,,,,,,,,
3,10,y,7,soil_1,,,,,,,,,,,,,,,,,,,,,,,,
3,10,y,8,spopyr,3,5,5,6,8,,,,,,13.7,15.1,19,23.5,32,,,,,,,,,
